CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_ID
Land of Toys Inc.,10107,S32_1374,2003-02-24,20,92.9,1858.0,8,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
"Australian Collectors, Co.",10120,S32_1374,2003-04-29,22,100.0,2461.36,6,Shipped,Small,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Euro Shopping Channel,10133,S32_1374,2003-06-27,23,100.0,2642.01,1,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Toys4GrownUps.com,10145,S32_1374,2003-08-25,33,93.9,3098.7,12,Shipped,Medium,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,1
Technics Stores Inc.,10168,S32_1374,2003-10-28,28,100.0,3244.36,7,Shipped,Medium,6,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,1
Herkku Gifts,10188,S32_1374,2003-11-18,44,98.89,4351.16,7,Shipped,Medium,8,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,1
Osaka Souveniers Co.,10210,S32_1374,2004-01-12,46,79.91,3675.86,5,Shipped,Medium,45,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,1
"Australian Collectors, Co.",10223,S32_1374,2004-02-20,21,100.0,2475.27,7,Shipped,Small,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
"Royal Canadian Collectables, Ltd.",10235,S32_1374,2004-04-02,41,100.0,4177.49,1,Shipped,Medium,58,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,1
The Sharp Gifts Warehouse,10250,S32_1374,2004-05-11,31,100.0,3282.28,2,Shipped,Medium,62,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,1
Gift Depot Inc.,10263,S32_1374,2004-06-28,31,79.91,2477.21,8,Shipped,Small,14,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,1
La Rochelle Gifts,10275,S32_1374,2004-07-23,23,81.91,1883.93,7,Shipped,Small,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,1
Marta's Replicas Co.,10285,S32_1374,2004-08-27,37,98.89,3658.93,12,Shipped,Medium,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
"Clover Collections, Co.",10297,S32_1374,2004-09-16,26,100.0,2856.88,2,Shipped,Small,76,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,1
Mini Classics,10308,S32_1374,2004-10-15,24,79.91,1917.84,5,Shipped,Small,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Classics Inc.,10318,S32_1374,2004-11-02,47,100.0,5305.36,7,Shipped,Medium,19,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,1
Land of Toys Inc.,10329,S32_1374,2004-11-15,45,63.91,2875.95,11,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
Enaco Distributors,10340,S32_1374,2004-11-24,55,100.0,6482.85,2,Shipped,Medium,54,(93) 203 4555,"Rambla de Catalu§a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,1
Gift Ideas Corp.,10353,S32_1374,2004-12-04,46,81.17,3733.82,5,Shipped,Medium,89,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,1
Suominen Souveniers,10363,S32_1374,2005-01-06,50,100.0,6576.5,2,Shipped,Medium,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
La Rochelle Gifts,10375,S32_1374,2005-02-03,37,100.0,6353.27,3,Shipped,Medium,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,1
"Dragon Souveniers, Ltd.",10387,S32_1374,2005-03-02,44,94.9,4175.6,1,Shipped,Medium,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
Tekni Collectables Inc.,10401,S32_1374,2005-04-03,49,100.0,4992.61,1,On Hold,Medium,13,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,5
L'ordine Souveniers,10416,S32_1374,2005-05-10,45,100.0,4764.6,2,Shipped,Medium,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
Cruz & Sons Co.,10108,S32_2206,2003-03-03,27,43.45,1173.15,13,Shipped,Small,67,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,1
Marseille Mini Autos,10122,S32_2206,2003-05-08,31,44.66,1384.46,17,Shipped,Small,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Mini Gifts Distributors Ltd.,10135,S32_2206,2003-07-02,33,40.23,1327.59,14,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Toys4GrownUps.com,10145,S32_2206,2003-08-25,31,35.8,1109.8,1,Shipped,Small,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,1
Corporate Gift Ideas Co.,10159,S32_2206,2003-10-10,35,35.4,1239.0,9,Shipped,Small,5,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,1
"Anna's Decorations, Ltd",10169,S32_2206,2003-11-04,26,39.83,1035.58,9,Shipped,Small,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Daedalus Designs Imports,10180,S32_2206,2003-11-11,34,45.46,1545.64,4,Shipped,Small,7,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,1
Euro Shopping Channel,10190,S32_2206,2003-11-19,46,32.99,1517.54,1,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Auto Canal Petit,10211,S32_2206,2004-01-15,41,42.24,1731.84,9,Shipped,Small,10,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,1
Daedalus Designs Imports,10224,S32_2206,2004-02-21,43,39.43,1695.49,2,Shipped,Small,7,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,1
Vitachrome Inc.,10237,S32_2206,2004-04-05,26,40.23,1045.98,2,Shipped,Small,12,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,1
Auto Canal Petit,10252,S32_2206,2004-05-26,36,48.28,1738.08,6,Shipped,Small,10,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,1
Gifts4AllAges.com,10264,S32_2206,2004-06-30,20,32.59,651.8,4,Shipped,Small,59,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,1
Online Mini Collectables,10276,S32_2206,2004-08-02,27,36.61,988.47,10,Shipped,Small,72,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,1
Marta's Replicas Co.,10285,S32_2206,2004-08-27,37,41.03,1518.11,1,Shipped,Small,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
"Toys of Finland, Co.",10299,S32_2206,2004-09-30,24,42.24,1013.76,4,Shipped,Small,17,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,1
"Toms Spezialitten, Ltd",10310,S32_2206,2004-10-16,36,43.05,1549.8,17,Shipped,Small,69,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,1
Microscale Inc.,10319,S32_2206,2004-11-03,29,38.22,1108.38,5,Shipped,Small,80,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,1
Motor Mint Distributors Inc.,10331,S32_2206,2004-11-17,28,100.0,4102.56,3,Shipped,Medium,46,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,1
Reims Collectables,10343,S32_2206,2004-11-24,29,100.0,3713.16,5,Shipped,Medium,2,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,1
Euro Shopping Channel,10355,S32_2206,2004-12-07,38,39.83,1513.54,10,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Marseille Mini Autos,10364,S32_2206,2005-01-06,48,48.28,2317.44,1,Shipped,Small,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Euro Shopping Channel,10378,S32_2206,2005-02-10,40,82.46,3298.4,1,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Mini Gifts Distributors Ltd.,10390,S32_2206,2005-03-04,41,44.56,1826.96,11,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"UK Collectables, Ltd.",10403,S32_2206,2005-04-08,30,40.23,1206.9,2,Shipped,Small,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,1
Euro Shopping Channel,10104,S32_2509,2003-01-31,35,47.62,1666.7,11,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
"La Corne D'abondance, Co.",10114,S32_2509,2003-04-01,28,55.73,1560.44,2,Shipped,Small,63,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,1
Muscle Machine Inc,10127,S32_2509,2003-06-03,45,51.95,2337.75,13,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Suominen Souveniers,10141,S32_2509,2003-08-01,24,45.99,1103.76,7,Shipped,Small,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
"Oulu Toy Supplies, Inc.",10151,S32_2509,2003-09-21,41,63.85,2617.85,5,Shipped,Small,61,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,1
"Dragon Souveniers, Ltd.",10165,S32_2509,2003-10-22,48,45.99,2207.52,14,Shipped,Small,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
"Stylish Desk Decors, Co.",10175,S32_2509,2003-11-06,50,63.31,3165.5,3,Shipped,Medium,50,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,1
"Iberia Gift Imports, Corp.",10184,S32_2509,2003-11-14,33,62.77,2071.41,8,Shipped,Small,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Classics,10195,S32_2509,2003-11-25,32,43.29,1385.28,8,Shipped,Small,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Collectables,10207,S32_2509,2003-12-09,27,60.06,1621.62,9,Shipped,Small,65,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,1
Signal Collectibles Ltd.,10219,S32_2509,2004-02-10,35,55.19,1931.65,4,Shipped,Small,83,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,1
Mini Gifts Distributors Ltd.,10229,S32_2509,2004-03-11,23,54.11,1244.53,3,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Euro Shopping Channel,10246,S32_2509,2004-05-05,35,48.7,1704.5,7,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Handji Gifts& Co,10259,S32_2509,2004-06-15,40,43.83,1753.2,6,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
Mini Gifts Distributors Ltd.,10271,S32_2509,2004-07-20,35,47.62,1666.7,7,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Diecast Classics Inc.,10281,S32_2509,2004-08-19,31,55.19,1710.89,3,Shipped,Small,19,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,1
Land of Toys Inc.,10292,S32_2509,2004-09-08,50,46.53,2326.5,10,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
Marta's Replicas Co.,10305,S32_2509,2004-10-13,40,57.9,2316.0,7,Shipped,Small,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
Canadian Gift Exchange Network,10313,S32_2509,2004-10-22,38,45.45,1727.1,1,Shipped,Small,32,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,1
Baane Mini Imports,10325,S32_2509,2004-11-05,38,100.0,8844.12,3,Shipped,Large,18,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,1
Mini Gifts Distributors Ltd.,10335,S32_2509,2004-11-19,40,60.6,2424.0,3,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Muscle Machine Inc,10349,S32_2509,2004-12-01,33,46.53,1535.49,1,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Reims Collectables,10359,S32_2509,2004-12-15,36,100.0,6358.68,3,Shipped,Medium,2,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,1
Mini Gifts Distributors Ltd.,10371,S32_2509,2005-01-23,20,66.47,1329.4,2,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Euro Shopping Channel,10383,S32_2509,2005-02-22,32,53.18,1701.76,5,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10394,S32_2509,2005-03-15,36,62.77,2259.72,3,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10412,S32_2509,2005-05-03,19,48.7,925.3,7,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
La Rochelle Gifts,10425,S32_2509,2005-05-31,11,43.83,482.13,6,In Process,Small,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,3
Euro Shopping Channel,10104,S32_3207,2003-01-31,49,65.87,3227.63,4,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Royale Belge,10116,S32_3207,2003-04-11,27,63.38,1711.26,1,Shipped,Small,91,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,1
Muscle Machine Inc,10127,S32_3207,2003-06-03,29,70.84,2054.36,6,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Mini Gifts Distributors Ltd.,10142,S32_3207,2003-08-08,42,74.57,3131.94,16,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"Australian Gift Network, Co",10152,S32_3207,2003-09-25,33,50.95,1681.35,2,Shipped,Small,29,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,1
"Dragon Souveniers, Ltd.",10165,S32_3207,2003-10-22,44,53.44,2351.36,7,Shipped,Small,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
L'ordine Souveniers,10176,S32_3207,2003-11-06,22,64.0,1408.0,6,Shipped,Small,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
"Iberia Gift Imports, Corp.",10184,S32_3207,2003-11-14,48,50.95,2445.6,1,Shipped,Small,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Classics,10195,S32_3207,2003-11-25,33,54.68,1804.44,1,Shipped,Small,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Collectables,10207,S32_3207,2003-12-09,45,56.55,2544.75,2,Shipped,Small,65,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,1
"Clover Collections, Co.",10220,S32_3207,2004-02-12,20,52.82,1056.4,6,Shipped,Small,76,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,1
"Blauer See Auto, Co.",10230,S32_3207,2004-03-15,46,60.9,2801.4,4,Shipped,Small,73,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,1
Suominen Souveniers,10247,S32_3207,2004-05-05,40,49.71,1988.4,6,Shipped,Small,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
Diecast Classics Inc.,10272,S32_3207,2004-07-20,45,64.63,2908.35,6,Shipped,Small,19,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,1
Mini Gifts Distributors Ltd.,10282,S32_3207,2004-08-20,36,59.65,2147.4,9,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Land of Toys Inc.,10292,S32_3207,2004-09-08,31,67.73,2099.63,3,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
"AV Stores, Co.",10306,S32_3207,2004-10-14,46,50.33,2315.18,17,Shipped,Small,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Heintze Collectables,10314,S32_3207,2004-10-22,35,66.49,2327.15,9,Shipped,Small,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Baane Mini Imports,10325,S32_3207,2004-11-05,28,100.0,5377.4,2,Shipped,Medium,18,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,1
"La Corne D'abondance, Co.",10336,S32_3207,2004-11-20,31,84.71,2626.01,9,Shipped,Small,63,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,1
Euro Shopping Channel,10350,S32_3207,2004-12-02,27,100.0,4406.4,14,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Reims Collectables,10359,S32_3207,2004-12-15,22,100.0,4301.22,1,Shipped,Medium,2,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,1
Mini Gifts Distributors Ltd.,10371,S32_3207,2005-01-23,30,99.55,2986.5,11,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Euro Shopping Channel,10383,S32_3207,2005-02-22,44,36.07,1587.08,8,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10394,S32_3207,2005-03-15,30,60.28,1808.4,4,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Gift Depot Inc.,10413,S32_3207,2005-05-05,24,49.71,1193.04,6,Shipped,Small,14,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,1
Baane Mini Imports,10103,S32_3522,2003-01-29,45,75.63,3403.35,7,Shipped,Medium,18,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,1
Mini Gifts Distributors Ltd.,10113,S32_3522,2003-03-26,23,68.52,1575.96,1,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"Corrida Auto Replicas, Ltd",10126,S32_3522,2003-05-28,26,62.7,1630.2,7,Shipped,Small,26,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,1
Technics Stores Inc.,10140,S32_3522,2003-07-24,28,60.76,1701.28,7,Shipped,Small,6,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,1
"Dragon Souveniers, Ltd.",10150,S32_3522,2003-09-19,49,58.18,2850.82,4,Shipped,Small,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
Mini Auto Werke,10164,S32_3522,2003-10-21,49,54.94,2692.06,5,Resolved,Small,64,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,6
"Stylish Desk Decors, Co.",10175,S32_3522,2003-11-06,29,74.98,2174.42,12,Shipped,Small,50,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,1
"Classic Gift Ideas, Inc",10183,S32_3522,2003-11-13,49,64.64,3167.36,4,Shipped,Medium,30,2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,1
"Saveley & Henriot, Co.",10194,S32_3522,2003-11-25,39,54.94,2142.66,7,Shipped,Small,31,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,1
Canadian Gift Exchange Network,10206,S32_3522,2003-12-05,36,58.82,2117.52,2,Shipped,Small,32,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,1
Handji Gifts& Co,10217,S32_3522,2004-02-04,39,62.05,2419.95,7,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
Mini Gifts Distributors Ltd.,10229,S32_3522,2004-03-11,30,73.04,2191.2,12,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Super Scale Inc.,10245,S32_3522,2004-05-04,44,69.16,3043.04,5,Shipped,Medium,35,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,1
"Tokyo Collectables, Ltd",10258,S32_3522,2004-06-15,20,61.41,1228.2,2,Shipped,Small,36,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,1
Souveniers And Things Co.,10270,S32_3522,2004-07-19,21,63.35,1330.35,5,Shipped,Small,21,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,1
Diecast Classics Inc.,10281,S32_3522,2004-08-19,36,77.57,2792.52,12,Shipped,Small,19,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,1
Scandinavian Gift Ideas,10291,S32_3522,2004-09-08,32,71.75,2296.0,7,Shipped,Small,38,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,1
Auto Assoc. & Cie.,10304,S32_3522,2004-10-11,36,73.04,2629.44,2,Shipped,Small,39,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,1
Canadian Gift Exchange Network,10313,S32_3522,2004-10-22,34,56.24,1912.16,10,Shipped,Small,32,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,1
Vitachrome Inc.,10324,S32_3522,2004-11-05,48,100.0,8209.44,4,Shipped,Large,12,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,1
Mini Wheels Co.,10333,S32_3522,2004-11-18,33,73.69,2431.77,4,Shipped,Small,9,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,1
"Corrida Auto Replicas, Ltd",10348,S32_3522,2004-11-01,31,100.0,3139.99,5,Shipped,Medium,26,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,1
Euro Shopping Channel,10358,S32_3522,2004-12-10,36,100.0,5669.64,2,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
"Anna's Decorations, Ltd",10370,S32_3522,2005-01-20,25,100.0,3160.25,3,Shipped,Medium,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Mini Gifts Distributors Ltd.,10382,S32_3522,2005-02-17,48,100.0,6799.68,8,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Quebec Home Shopping Network,10411,S32_3522,2005-05-01,27,69.16,1867.32,5,Shipped,Small,44,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,1
Euro Shopping Channel,10424,S32_3522,2005-05-31,44,61.41,2702.04,2,In Process,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,3
Rovelli Gifts,10106,S32_4289,2003-02-17,33,72.92,2406.36,5,Shipped,Small,87,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,1
"Australian Collectors, Co.",10120,S32_4289,2003-04-29,29,72.23,2094.67,11,Shipped,Small,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Euro Shopping Channel,10133,S32_4289,2003-06-27,49,57.1,2797.9,6,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Royale Belge,10144,S32_4289,2003-08-13,20,81.86,1637.2,1,Shipped,Small,91,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,1
